condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,11,11,11,1,ZABIBU,GRAPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,12,12,12,1,KABURI,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,13,13,13,1,SAMADI,MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,14,14,14,1,WAKILI,AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,15,15,15,1,RUSHWA,BRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,16,16,16,1,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,17,17,17,1,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,18,18,18,1,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,0,19,19,19,1,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.518055556,-0.086666667,1,0,0,1.829,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.459722222,-0.082222222,1,0,0,1.282,test_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.419444444,0.093333333,1,0,0,0.548,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.398611111,-0.024444444,1,0,0,0.581,test_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.286111111,0.015555556,1,0,0,0.465,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.370833333,-0.046666667,1,0,0,0.516,test_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.175,0.004444444,1,0,0,0.516,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.3875,-0.033333333,1,0,0,0.648,test_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.120833333,0.046666667,1,0,0,0.547,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.576388889,0.022222222,1,0,0,0.55,test_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.169444444,0.015555556,1,0,0,0.532,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.419444444,-0.057777778,1,0,0,0.549,test_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.215277778,0.046666667,1,0,0,0.498,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.394444444,-0.053333333,1,0,0,0.616,test_pile,13,0,13,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.301388889,0.037777778,1,0,0,0.481,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.338888889,-0.008888889,1,0,0,0.582,test_pile,15,0,15,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.518055556,0.055555556,1,0,0,0.499,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.244444444,-0.006666667,1,0,0,0.549,test_pile,17,0,17,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.6125,0.046666667,1,0,0,0.55,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.488888889,-0.046666667,1,0,0,1.432,test_pile,19,0,19,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.173611111,-0.1,1,0,0,0.597,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.686111111,-0.14,1,0,0,0.649,test_pile,21,0,21,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.444444444,0.184444444,1,0,0,0.982,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.376388889,0.035555556,1,0,0,0.815,test_pile,23,0,23,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.240277778,-0.057777778,1,0,0,0.515,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.366666667,-0.011111111,1,0,0,0.482,test_pile,25,0,25,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.231944444,-0.033333333,1,0,0,0.481,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.454166667,0.026666667,1,0,0,0.533,test_pile,27,0,27,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.447222222,0.026666667,1,0,0,0.216,test_pile,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.170833333,0.026666667,1,0,0,0.416,unsorted_card,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.483333333,0.024444444,1,0,0,0.532,test_pile,30,0,30,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.201388889,0.188888889,1,0,0,0.534,unsorted_card,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.402777778,-0.042222222,1,0,0,0.982,test_pile,32,0,32,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.436111111,-0.002222222,1,0,0,0.549,unsorted_card,33,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.3875,0.075555556,1,0,0,0.683,test_pile,34,0,34,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.2125,0.062222222,1,0,0,0.532,unsorted_card,35,0,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.483333333,0.077777778,1,0,0,0.65,test_pile,36,0,36,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.241666667,0.046666667,1,0,0,0.565,unsorted_card,37,0,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.402777778,0.017777778,1,0,0,0.683,test_pile,38,0,38,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.384722222,0.06,1,0,0,0.532,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.370833333,0.022222222,1,0,0,0.632,test_pile,40,0,40,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,1.182,4.631,0.270833333,-0.124444444,1,0,0,0.813,yes,BLAME,LAWAMA,incorrect,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.149,0.351388889,-0.073333333,1,0,0,0.798,yes,CHEESE,JIBINI,incorrect,1,0,1,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.082,0.351388889,-0.073333333,1,0,0,0.584,yes,PARROT,KASUKU,incorrect,2,0,2,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249,0.351388889,-0.073333333,1,0,0,0.449,yes,TREASURE,DAFINA,incorrect,3,0,3,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.415,0.351388889,-0.073333333,1,0,0,0.5,yes,OATH,YAMINA,incorrect,4,0,4,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.232,0.351388889,-0.073333333,1,0,0,0.416,yes,ORPHAN,YATIMA,incorrect,5,0,5,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.549,0.365277778,-0.062222222,1,0,0,0.667,yes,BULL,FAHILI,incorrect,6,0,6,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.782,0.365277778,-0.062222222,1,0,0,0.483,yes,DIVORCE,TALAKA,incorrect,7,0,7,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.182,0.365277778,-0.062222222,1,0,0,0.45,yes,MANURE,SAMADI,incorrect,8,0,8,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.698,0.365277778,-0.062222222,1,0,0,0.416,yes,CORN,NAFAKA,incorrect,9,0,9,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.016,0.365277778,-0.062222222,1,0,0,0.45,yes,BRIBE,RUSHWA,incorrect,10,0,10,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.432,0.365277778,-0.062222222,1,0,0,0.499,yes,GRAVE,KABURI,incorrect,11,0,11,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.016,0.365277778,-0.062222222,1,0,0,0.434,yes,GRAPES,ZABIBU,incorrect,12,0,12,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.716,0.365277778,-0.062222222,1,0,0,0.483,yes,TAILOR,MSHONI,incorrect,13,0,13,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.849,0.365277778,-0.062222222,1,0,0,0.399,yes,YEAST,HAMIRA,incorrect,14,0,14,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.231,0.365277778,-0.062222222,1,0,0,0.5,yes,MERCHANT,TAJIRI,incorrect,15,0,15,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.383,0.365277778,-0.062222222,1,0,0,0.632,yes,POEM,UTENZI,incorrect,16,0,16,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,0.365277778,-0.062222222,1,0,0,0.415,yes,PLATE,SAHANI,incorrect,17,0,17,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.115,0.365277778,-0.062222222,1,0,0,0.399,yes,BOAT,MASHUA,incorrect,18,0,18,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.498,0.365277778,-0.062222222,1,0,0,0.45,yes,AGENT,WAKILI,incorrect,19,0,19,0,1,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.323611111,-0.064444444,1,0,0,1.475,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
