condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,key_instr_study.rt,next_study.keys,next_study.rt,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt,return_to_exp.keys,return_to_exp.rt,instr_assess_key.keys,instr_assess_key.rt,test_response.resp,test_response.eval,duration,assess_loop.thisRepN,assess_loop.thisTrialN,assess_loop.thisN,assess_loop.thisIndex,assess_loop.ran,ans_gen_loop.thisRepN,ans_gen_loop.thisTrialN,ans_gen_loop.thisN,ans_gen_loop.thisIndex,ans_gen_loop.ran,sen,ans,instr_transfer_key.keys,instr_transfer_key.rt,transfer_response.resp,transfer_response.eval,select_word.x,select_word.y,select_word.leftButton,select_word.midButton,select_word.rightButton,select_word.time,select_word.clicked_name,transfers.thisRepN,transfers.thisTrialN,transfers.thisN,transfers.thisIndex,transfers.ran,end_experiment.keys,end_experiment.rt
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,9,9,9,1,MSHONI,TAILOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,10,10,10,1,JIBINI,CHEESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,11,11,11,1,ZABIBU,GRAPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,12,12,12,1,KABURI,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,13,13,13,1,SAMADI,MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,14,14,14,1,WAKILI,AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,15,15,15,1,RUSHWA,BRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,16,16,16,1,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,17,17,17,1,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,18,18,18,1,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,0,19,19,19,1,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.359929059,0.05350612,1,0,0,3.520285,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.257092176,-0.088733831,1,0,0,3.94371,unsorted_card,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.228723381,0.11332666,1,0,0,4.581665,unsorted_card,2,0,2,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.4113475,-0.068793651,1,0,0,1.13122,unsorted_card,3,0,3,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.520390116,-0.458291835,1,0,0,33.0665,done_pile,4,0,4,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.398049627,-0.034230672,1,0,0,1.26202,unsorted_card,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.515070967,0.457627102,1,0,0,10.67989,study_pile,6,0,6,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.406914876,-0.076769723,1,0,0,0.762955,unsorted_card,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.452127703,0.482884664,1,0,0,4.230145,study_pile,8,0,8,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.504432609,-0.155201179,1,0,0,0.7961,unsorted_card,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.473404299,-0.55666339,1,0,0,2.78204,done_pile,10,0,10,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.250886448,-0.010302456,1,0,0,0.862,unsorted_card,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.422872383,-0.488866778,1,0,0,2.99763,done_pile,12,0,12,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.255319127,0.001661652,1,0,0,0.62915,unsorted_card,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.487588805,-0.503489576,1,0,0,6.097635,done_pile,14,0,14,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.164893592,-0.039548135,1,0,0,0.829575,unsorted_card,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.164893592,-0.039548135,1,0,0,4.63156,unsorted_card,16,0,16,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.422872383,-0.353273553,1,0,0,0.748325,done_pile,17,0,17,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.373226932,-0.078099068,1,0,0,0.56412,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.373226932,-0.078099068,1,0,0,3.8153,unsorted_card,19,0,19,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.486702172,0.41242932,1,0,0,1.547165,study_pile,20,0,20,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.303191469,-0.127284927,1,0,0,0.497895,unsorted_card,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.43173774,0.593220327,1,0,0,4.565675,study_pile,22,0,22,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.422872323,-0.100697939,1,0,0,0.746225,unsorted_card,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.510638343,0.443004304,1,0,0,6.0657,study_pile,24,0,24,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.429077997,-0.181788005,1,0,0,0.47991,unsorted_card,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.531914939,-0.492854814,1,0,0,1.748235,done_pile,26,0,26,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.187056659,-0.094051212,1,0,0,0.614885,unsorted_card,27,0,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.423759016,-0.532735174,1,0,0,6.89786,done_pile,28,0,28,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.226950277,0.064140883,1,0,0,0.963445,unsorted_card,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.536347564,-0.53672321,1,0,0,3.529405,done_pile,30,0,30,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.218971554,0.006979033,1,0,0,0.713625,unsorted_card,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.429078165,-0.470255943,1,0,0,4.315,done_pile,32,0,32,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.296099216,-0.080757759,1,0,0,0.529865,unsorted_card,33,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.479610081,-0.470255943,1,0,0,6.29878,done_pile,34,0,34,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.266843896,0.081422372,1,0,0,0.59688,unsorted_card,35,0,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.512411393,-0.603190476,1,0,0,4.080375,done_pile,36,0,36,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.339538987,0.151877675,1,0,0,0.546635,unsorted_card,37,0,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.433510681,-0.463609216,1,0,0,5.89723,done_pile,38,0,38,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.29875879,-0.083416531,1,0,0,1.02616,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.36790795,-0.504818922,1,0,0,3.88177,done_pile,40,0,40,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.35283686,0.069458264,1,0,0,0.67985,unsorted_card,41,0,41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.453900753,-0.51944172,1,0,0,5.23161,done_pile,42,0,42,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,-0.335992888,0.101362552,1,0,0,0.696725,unsorted_card,43,0,43,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,0.585993063,-0.494184159,1,0,0,5.98214,done_pile,44,0,44,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,return,10.40235,return,3.389925,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,CORN - NAFAKA,,,,,,,,,,return,0.982,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,PARROT - KASUKU,,,,,,,,,,return,12.33354,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,TAILOR - MSHONI,,,,,,,,,,return,1.49032,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,,return,1.06397,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001410275,2020-10-18_14h21.24.895,swahili,2020.2.4,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
