condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,key_instr_study.rt,next_study.keys,next_study.rt,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt,return_to_exp.keys,return_to_exp.rt,instr_assess_key.keys,instr_assess_key.rt,assess_loop.thisRepN,assess_loop.thisTrialN,assess_loop.thisN,assess_loop.thisIndex,assess_loop.ran,ans_gen_loop.thisRepN,ans_gen_loop.thisTrialN,ans_gen_loop.thisN,ans_gen_loop.thisIndex,ans_gen_loop.ran,sen,ans,instr_transfer_key.keys,instr_transfer_key.rt,transfer_response.resp,transfer_response.eval,select_word.x,select_word.y,select_word.leftButton,select_word.midButton,select_word.rightButton,select_word.time,select_word.clicked_name,transfers.thisRepN,transfers.thisTrialN,transfers.thisN,transfers.thisIndex,transfers.ran,end_experiment.keys,end_experiment.rt
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,9,9,9,1,MSHONI,TAILOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,10,10,10,1,JIBINI,CHEESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,11,11,11,1,ZABIBU,GRAPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,12,12,12,1,KABURI,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,13,13,13,1,SAMADI,MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,14,14,14,1,WAKILI,AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,15,15,15,1,RUSHWA,BRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,16,16,16,1,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,17,17,17,1,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,18,18,18,1,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,0,19,19,19,1,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.278477648,-0.143203125,1,0,0,1.26669,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.520366753,0.584782986,1,0,0,0.74982,study_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.229204644,0.130807292,1,0,0,0.99883,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.514339193,0.064157986,1,0,0,0.79873,test_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.296978082,-0.095746528,1,0,0,0.865205,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.453363715,-0.500868056,1,0,0,0.785435,done_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.261414931,-0.059366319,1,0,0,2.13475,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.431922743,-0.530529514,1,0,0,0.80078,done_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.216731771,-0.089565972,1,0,0,0.76612,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.46914605,-0.586484375,1,0,0,0.7513,done_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.238330078,-0.102092014,1,0,0,0.78001,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.349077691,-0.474548611,1,0,0,0.902315,done_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.305588108,0.03125,1,0,0,0.66458,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.481043837,-0.500746528,1,0,0,0.79999,done_pile,13,0,13,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.192963325,-0.110034722,1,0,0,0.800725,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.385742188,-0.429748264,1,0,0,0.75028,done_pile,15,0,15,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.197010634,-0.033671875,1,0,0,0.84827,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.396495226,-0.446762153,1,0,0,0.78345,done_pile,17,0,17,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.186778429,-0.040694444,1,0,0,0.763735,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.369856771,-0.513359375,1,0,0,0.689195,done_pile,19,0,19,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.43116862,-0.110407986,1,0,0,0.74363,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.387424045,-0.455147569,1,0,0,0.63218,done_pile,21,0,21,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.133778212,-0.063932292,1,0,0,0.699815,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.386697049,-0.515017361,1,0,0,0.73213,done_pile,23,0,23,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.178949653,-0.092282986,1,0,0,0.715195,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.354079861,-0.486970486,1,0,0,0.633405,done_pile,25,0,25,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.234884983,0.007473958,1,0,0,0.617815,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.444042969,-0.569696181,1,0,0,0.647975,done_pile,27,0,27,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.276502821,-0.078854167,1,0,0,0.666565,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.376269531,-0.498810764,1,0,0,0.616305,done_pile,29,0,29,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.329958767,-0.041041667,1,0,0,0.61387,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.453949653,-0.475885417,1,0,0,0.699955,done_pile,31,0,31,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.403662109,0.009392361,1,0,0,0.61694,unsorted_card,32,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.338818359,-0.483923611,1,0,0,0.73288,done_pile,33,0,33,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.176009115,-0.081085069,1,0,0,0.581535,unsorted_card,34,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.409250217,-0.514583333,1,0,0,0.73432,done_pile,35,0,35,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.228667535,-0.074557292,1,0,0,0.7998,unsorted_card,36,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.456629774,-0.632786458,1,0,0,0.631715,done_pile,37,0,37,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.358463542,-0.129600694,1,0,0,0.66498,unsorted_card,38,0,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.467404514,-0.569253472,1,0,0,0.61669,done_pile,39,0,39,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MERCHANT - TAJIRI,-0.584190538,-0.046414931,1,0,0,0.830885,study_first,return,14.90675,return,1.72991,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
