condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,key_instr_study.rt,next_study.keys,next_study.rt,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,instr_movie_key.keys,instr_movie_key.rt
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,9,9,9,1,MSHONI,TAILOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,10,10,10,1,JIBINI,CHEESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,11,11,11,1,ZABIBU,GRAPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,12,12,12,1,KABURI,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,13,13,13,1,SAMADI,MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,14,14,14,1,WAKILI,AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,15,15,15,1,RUSHWA,BRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,16,16,16,1,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,17,17,17,1,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,18,18,18,1,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,0,19,19,19,1,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.148339844,-0.013940972,1,0,0,6.94447,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.388764106,0.425529514,1,0,0,4.545645,study_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.19875217,-0.061449653,1,0,0,1.030205,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.392730035,0.400989583,1,0,0,4.815025,study_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.137141927,0.051302083,1,0,0,0.795905,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.358447266,0.408307292,1,0,0,4.91412,study_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.161783854,0.046814236,1,0,0,0.698105,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.386279297,0.439027778,1,0,0,7.68218,study_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.243473307,-0.043975694,1,0,0,0.68027,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.395084635,0.421336806,1,0,0,2.53236,study_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.192578125,0.032604167,1,0,0,0.76581,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.430794271,0.423862847,1,0,0,2.865155,study_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.131282552,0.008342014,1,0,0,0.82935,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.395827908,0.413619792,1,0,0,2.68255,study_pile,13,0,13,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.141395399,-0.038420139,1,0,0,0.663845,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.429513889,0.481527778,1,0,0,1.915775,study_pile,15,0,15,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.145448134,-0.017552083,1,0,0,0.86419,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.431684028,0.424340278,1,0,0,4.100235,study_pile,17,0,17,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.197178819,0.015486111,1,0,0,0.764505,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.48663737,0.403237847,1,0,0,5.1802,study_pile,19,0,19,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.180501302,-0.161006944,1,0,0,0.73258,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.485335286,0.415581597,1,0,0,5.180135,study_pile,21,0,21,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.224050564,-0.026727431,1,0,0,0.847195,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.506608073,0.526015625,1,0,0,3.132085,study_pile,23,0,23,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.149782986,0.031614583,1,0,0,0.816535,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.500726997,0.434210069,1,0,0,6.64783,study_pile,25,0,25,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.194786241,-0.023107639,1,0,0,0.76154,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.402452257,0.422673611,1,0,0,7.94833,study_pile,27,0,27,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.179926215,-0.095225694,1,0,0,0.83049,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.44078776,0.376024306,1,0,0,3.081675,study_pile,29,0,29,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.150640191,-0.115954861,1,0,0,0.79877,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.485823568,0.430842014,1,0,0,3.332,study_pile,31,0,31,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.147032335,-0.018289931,1,0,0,0.765265,unsorted_card,32,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.497460937,0.434201389,1,0,0,3.96535,study_pile,33,0,33,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.207052951,-0.001527778,1,0,0,0.73117,unsorted_card,34,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.452088759,0.413993056,1,0,0,2.43247,study_pile,35,0,35,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.173030599,-0.093359375,1,0,0,0.74799,unsorted_card,36,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.173030599,-0.093359375,1,0,0,3.197455,unsorted_card,37,0,37,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.41624349,0.434982639,1,0,0,1.2155,study_pile,38,0,38,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.314968533,-0.100147569,1,0,0,0.73299,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.441210938,0.463914931,1,0,0,4.34761,study_pile,40,0,40,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BOAT - MASHUA,,,,,,,,return,7.18683,return,6.26745,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TAILOR - MSHONI,,,,,,,,,,return,4.18691,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,TREASURE - DAFINA,,,,,,,,,,return,3.084345,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,CORN - NAFAKA,,,,,,,,,,return,4.63163,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MANURE - SAMADI,,,,,,,,,,return,3.817695,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PLATE - SAHANI,,,,,,,,,,return,3.436275,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,DIVORCE - TALAKA,,,,,,,,,,return,1.81858,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,ORPHAN - YATIMA,,,,,,,,,,return,2.18529,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BLAME - LAWAMA,,,,,,,,,,return,5.31947,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,YEAST - HAMIRA,,,,,,,,,,return,9.601795,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MERCHANT - TAJIRI,,,,,,,,,,return,15.22058,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,OATH - YAMINI,,,,,,,,,,return,3.60426,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,,return,2.15089,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PARROT - KASUKU,,,,,,,,,,return,1.350635,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,GRAPES - ZABIBU,,,,,,,,,,return,3.484315,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,CHEESE - JIBINI,,,,,,,,,,return,3.33461,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,GRAVE - KABURI,,,,,,,,,,return,1.21665,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,,,return,5.08007,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BRIBE - RUSHWA,,,,,,,,,,return,1.00364,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,,,return,5.219225,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.253222656,0.054114583,1,0,0,25.448615,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,00001335110,2020-10-30_21h49.01.900,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.458040365,0.425026042,1,0,0,2.064935,study_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
