condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_study.rt,next_study.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,0,16,16,16,1,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,0,17,17,17,1,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,0,18,18,18,1,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,0,19,19,19,1,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.149179158,0.013623978,1,0,0,1.566,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.229122056,0.073569482,1,0,0,4.93,unsorted_card,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.12633833,0,1,0,0,1.097,unsorted_card,2,0,2,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.506067095,-0.51226158,1,0,0,9.182,done_pile,3,0,3,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.526052819,0.188010899,1,0,0,0.999,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.50178444,0.40599455,1,0,0,6.282,study_pile,5,0,5,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.309064954,-0.103542234,1,0,0,0.864,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.60028551,0.485013624,1,0,0,3.966,study_pile,7,0,7,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.023554604,0.108991826,1,0,0,0.883,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.557458958,0.455040872,1,0,0,3.748,study_pile,9,0,9,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.557458958,0.455040872,1,0,0,0.582,study_pile,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.214846538,-0.04359673,1,0,0,0.632,unsorted_card,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.61598858,-0.509536785,1,0,0,3.316,done_pile,12,0,12,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.209136331,-0.024523161,1,0,0,0.897,unsorted_card,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.360456817,0.471389646,1,0,0,4.899,study_pile,14,0,14,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.04496788,-0.013623978,1,0,0,1.33,unsorted_card,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.496074233,0.027247956,1,0,0,2.881,test_pile,16,0,16,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.156316916,0,1,0,0,0.767,unsorted_card,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.373304782,-0.016348774,1,0,0,2.315,test_pile,18,0,18,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.381870093,-0.032697548,1,0,0,0.516,unsorted_card,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.443254818,0.449591281,1,0,0,2.297,study_pile,20,0,20,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.276231263,-0.04359673,1,0,0,0.499,unsorted_card,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.380442541,-0.059945504,1,0,0,1.614,test_pile,22,0,22,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.190578158,-0.040871935,1,0,0,0.532,unsorted_card,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.443254818,0.476839237,1,0,0,0.465,study_pile,24,0,24,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.211991435,-0.147138965,1,0,0,0.448,unsorted_card,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.513204854,-0.583106267,1,0,0,0.481,done_pile,26,0,26,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.1834404,-0.125340599,1,0,0,0.448,unsorted_card,27,0,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.610278373,-0.04359673,1,0,0,0.449,test_pile,28,0,28,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.474660956,0.108991826,1,0,0,0.431,unsorted_card,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.399000714,0.068119891,1,0,0,0.501,test_pile,30,0,30,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.241970021,0.073569482,1,0,0,0.447,unsorted_card,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.550321199,0.365122616,1,0,0,0.482,study_pile,32,0,32,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.210563883,0.021798365,1,0,0,0.517,unsorted_card,33,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.347608851,-0.569482289,1,0,0,1.931,done_pile,34,0,34,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.257673091,0.0626703,1,0,0,0.499,unsorted_card,35,0,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.538900785,0.100817439,1,0,0,0.466,test_pile,36,0,36,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.263383298,0.046321526,1,0,0,0.532,unsorted_card,37,0,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.376159886,-0.073569482,1,0,0,0.498,test_pile,38,0,38,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.251962884,-0.040871935,1,0,0,0.432,unsorted_card,39,0,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.517487509,-0.111716621,1,0,0,0.465,test_pile,40,0,40,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.250535332,-0.038147139,1,0,0,0.599,unsorted_card,41,0,41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.443254818,0.059945504,1,0,0,0.582,test_pile,42,0,42,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0.50178444,-0.057220708,1,0,0,2.045,test_first,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,1.588,66.799,0.426124197,-0.201634877,1,0,0,1.598,yes,BOAT,MASHUA,incorrect,0,0,0,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.781,0.426124197,-0.201634877,1,0,0,0.634,yes,TREASURE,HAZINA,incorrect,1,0,1,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,0.426124197,-0.201634877,1,0,0,2.05,yes,GRAVE,KABURI,incorrect,2,0,2,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.233,0.426124197,-0.201634877,1,0,0,0.582,yes,TAILOR,USHONAJI,incorrect,3,0,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.432,0.426124197,-0.201634877,1,0,0,0.734,yes,OATH,KIAPO,incorrect,4,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.249,0.426124197,-0.201634877,1,0,0,0.616,yes,ORPHAN,YATIMA,incorrect,5,0,5,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.349,0.426124197,-0.201634877,1,0,0,0.75,yes,DIVORCE,TALAKA,incorrect,6,0,6,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.498,0.426124197,-0.201634877,1,0,0,0.667,yes,MANURE,SAMADI,incorrect,7,0,7,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.484,0.426124197,-0.201634877,1,0,0,0.898,yes,CORN,MAHINDI,incorrect,8,0,8,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,return,return,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,3.357,6.653,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,CHEESE - JIBINI,,,,,,,,,return,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.563,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BLAME - LAWAMA,,,,,,,,,return,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PLATE - SAHANI,,,,,,,,,return,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.471,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,return,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.567,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BULL - FAHILI,,,,,,,,,return,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.377,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,PARROT - KASUKU,,,,,,,,,return,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.214,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.390435403,-0.013623978,1,0,0,3.125,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
